Column1,Column2,Column3,Column3.4,Column4.1,Column3.1,Column4.3,Column3.3,Column4.2,Column5,Column3.2,Column4,Column3.5,Column4.4
785,f4e3840e-bb71-40c2-afc5-9408d842646d,007a1366-a46f-40f1-9ba5-01245aeaf20f,Kathryn Lowery,37,"3156 Robinson Station
South Matthew, NE 96918",KL@gmail.com,Microsoft,51,4/17/2021 18:59,"['veganism', 'veganism']",super love,positive,75
789,f4e3840e-bb71-40c2-afc5-9408d842646d,4fe420fa-a193-4408-bd5d-62a020233609,Charles Taylor,38,"39270 Linda Wall Apt. 032
Jonesburgh, AZ 55032",CT@gmail.com,Apple,5,1/4/2021 4:40,['healthy eating'],interested,positive,30
800,f4e3840e-bb71-40c2-afc5-9408d842646d,d74e1b39-7b34-4bcb-a24d-e215097187f5,Sandra Hoff,15,"746 Carrillo Glens
Foxport, OR 27431",SH@gmail.com,HTC,54,3/8/2021 2:51,"['science', 'cooking', 'travel']",disgust,negative,0
803,f4e3840e-bb71-40c2-afc5-9408d842646d,20d507a0-fdba-4c04-a30c-bd18273accdc,Ellen Gustafson,2,"1464 William Ranch Suite 413
Johnnytown, WI 73058",EG@gmail.com,Samsung,93,12/22/2020 11:15,['technology'],peeking,neutral,35
804,f4e3840e-bb71-40c2-afc5-9408d842646d,a710ab29-b72a-42c8-a79b-42e63d4a8bfd,Sally Phillips,26,"579 Crawford Landing
South Wandafort, UT 97692",SP@gmail.com,Google,18,3/25/2021 13:06,"['education', 'travel', 'tennis']",super love,positive,75
808,f4e3840e-bb71-40c2-afc5-9408d842646d,3d5f257e-556b-4e19-b127-977bc5c4daed,Susan Weinhold,25,"593 Stephens Spring
Lorihaven, AL 04182",SW@gmail.com,Samsung,19,4/23/2021 11:45,"['studying', 'technology', 'soccer']",dislike,negative,10
811,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,5b3b843e-7c66-4eac-82b6-8d6f7a19277c,Lloyd Gabert,33,"35598 Whitehead Plains
Robinland, AL 05689",LG@gmail.com,Huawei,46,9/3/2020 17:05,"['technology', 'fitness']",intrigued,positive,45
815,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,f73a01fe-444d-4b94-8d0e-4ec2cb97495b,Kim Thomas,27,"23112 Lawson Landing Suite 505
Randallview, CO 46124",KT@gmail.com,Apple,57,11/23/2020 18:07,"['food', 'science', 'animals']",cherish,positive,70
817,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,3f2d07e5-3604-4873-9737-bb44340773d8,Shawn Landau,26,"USNV Brown
FPO AE 46644",SL@gmail.com,Motorola,54,2/21/2021 8:37,['fitness'],disgust,negative,0
819,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,0828c4e1-63ec-4121-aa07-eefd37954bb9,Violet Thomas,4,"8690 Martin Hollow
Janetfurt, MN 29250",VT@gmail.com,HTC,81,5/10/2021 0:06,"['tennis', 'cooking', 'science']",love,positive,65
826,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,Randy Huynh,32,"USNV Wright
FPO AA 24117",RH@gmail.com,Samsung,88,6/1/2021 12:27,['soccer'],indifferent,neutral,20
835,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,e8c9386c-8fbc-40cc-9587-ccb912ec5c10,Maryann Gillis,36,"32252 Allen Land
West Angelatown, TX 49832",MG@gmail.com,Huawei,74,3/2/2021 10:11,['food'],worried,negative,12
845,74718bbf-e5a3-442f-8ca2-4a3428757fc1,5897490a-0aaa-49c9-b63e-0da83088e3e0,Tyler Roosa,13,"USNS Schneider
FPO AE 13152",TR@gmail.com,Microsoft,2,1/27/2021 5:51,"['food', 'soccer']",love,positive,65
858,74718bbf-e5a3-442f-8ca2-4a3428757fc1,caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5,Katherine Robinson,38,"233 Amber Alley Apt. 572
Gonzalezfort, MO 83466",KR@gmail.com,Huawei,98,7/8/2020 10:18,['veganism'],disgust,negative,0
861,74718bbf-e5a3-442f-8ca2-4a3428757fc1,ef629f00-391d-4a79-af74-77a9afdbbd41,Maria Steele,42,"49172 Rachel Turnpike
Dillonfurt, VA 63446",MS@gmail.com,Microsoft,72,10/7/2020 9:16,"['food', 'public speaking', 'public speaking', 'animals']",scared,negative,15
870,74718bbf-e5a3-442f-8ca2-4a3428757fc1,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,Amber Wooten,28,"Unit 2884 Box 7963
DPO AE 42637",AW@gmail.com,Motorola,94,10/22/2020 15:01,['science'],disgust,negative,0
872,89fd8f89-807f-4076-b7e7-84db361e11c1,95f4bf3f-7eb7-429a-9f48-0f7cbdf0beaa,Kenneth Elder,38,"61520 Washington Hollow
Lawrencehaven, ND 11805",KE@gmail.com,Motorola,69,9/9/2020 0:41,"['culture', 'soccer', 'culture']",intrigued,positive,45
879,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,2c32ac39-926d-4473-801f-5733222ad74f,Jack Rennie,10,"1221 Jasmine Terrace
Port Kristineshire, GA 46158",JR@gmail.com,Google,7,3/10/2021 18:08,"['science', 'fitness', 'cooking']",adore,positive,72
881,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,da97952a-2eba-46c4-a19e-3df3c40a1524,Rhoda Lopez,38,"03312 Alexander Shores Apt. 213
New Krystalburgh, IN 99313",RL@gmail.com,Microsoft,79,5/19/2021 11:51,"['animals', 'travel', 'science', 'studying']",hate,negative,5
883,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,b473e898-b7b0-4a57-959d-484bf4cc4483,Lee Horn,44,"319 Michael Village
West Sherrihaven, WI 75916",LH@gmail.com,Huawei,34,12/26/2020 13:56,"['food', 'soccer']",hate,negative,5
887,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,2ad548cd-a899-4992-972b-92cde9cea8f1,Donna Adams,27,"20643 Rice Fords
Bethshire, CO 85308",DA@gmail.com,Microsoft,64,9/2/2020 0:42,"['travel', 'soccer', 'public speaking', 'science']",super love,positive,75
891,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,600118fa-e6f4-4d74-aeb6-936abbbf38a1,Darrell Becker,17,"3536 Christopher Hollow Suite 100
Allenport, PA 83406",DB@gmail.com,Apple,73,2/3/2021 8:07,"['cooking', 'tennis', 'soccer', 'healthy eating']",dislike,negative,10
892,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,Randal Davis,9,"45056 Tammy Springs
West Nicole, VT 62857",RD@gmail.com,HTC,98,12/15/2020 7:10,"['education', 'food']",worried,negative,12
908,eec5e521-4c28-4e8a-93a9-d544803fad7e,72f7f84c-5bcc-4380-81cd-3378ce0a1b32,Harold Miller,5,"3206 Dustin Tunnel
New Dwaynefort, WI 29753",HM@gmail.com,Samsung,48,3/7/2021 22:58,"['soccer', 'cooking']",like,positive,50
940,eec5e521-4c28-4e8a-93a9-d544803fad7e,bf970f55-66c1-402d-a5d7-f086421516c9,Gertrude Heaps,28,"2287 Bishop Throughway
South Caitlin, TN 32386",GH@gmail.com,Apple,78,8/2/2020 5:53,"['food', 'public speaking', 'cooking', 'fitness']",like,positive,50
946,07f88a73-aef2-45fd-8b5d-418e448b853d,7d8c8c77-77a8-4743-b35f-349c0ac07866,Clyde Wheelis,13,"943 Wilson Fields Apt. 509
Williamston, MO 37340",CW@gmail.com,Microsoft,95,3/12/2021 16:22,['travel'],cherish,positive,70
947,07f88a73-aef2-45fd-8b5d-418e448b853d,6e9c7f30-264a-4aa0-b3ac-36e852d10906,Linda Zettlemoyer,25,"PSC 2768, Box 0408
APO AA 38458",LZ@gmail.com,Microsoft,2,10/17/2020 10:20,"['healthy eating', 'healthy eating', 'food']",intrigued,positive,45
958,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,aa71ef91-252d-4c99-92ad-cf617f09fced,Rose Cook,3,"65135 Paul Cliff
West Wendy, KY 36605",RC@gmail.com,Motorola,5,2/24/2021 17:09,"['studying', 'studying']",scared,negative,15
973,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,346174b1-4661-4cdd-8c47-66dbd013cd56,William Christensen,32,"24228 Abbott Roads
Johnsonhaven, AZ 90289",WC@gmail.com,Microsoft,56,3/18/2021 18:58,"['travel', 'veganism', 'food']",dislike,negative,10
974,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,26c9a1fc-78b0-460b-8931-cec1dc87aa0d,Mabel Randall,0,"667 Megan Plaza Suite 327
South Pamelaland, ND 47212",MR@gmail.com,HTC,15,9/30/2020 9:07,"['science', 'technology', 'technology', 'education']",like,positive,50
984,457301ee-3e87-40d8-8b82-ea4e1fa90e39,f11e8adf-a550-4e7a-ab81-dbccd952dff8,Daryl Mero,18,"343 Julia Landing
Dominiquetown, OH 88073",DM@gmail.com,Samsung,3,6/24/2020 2:58,"['veganism', 'tennis']",indifferent,neutral,20
985,457301ee-3e87-40d8-8b82-ea4e1fa90e39,70848bd7-6cd5-4686-b22b-a9afb05541a5,Shirley Yamada,17,"57117 Black Shoals Apt. 211
Katherineview, RI 58972",SY@gmail.com,HTC,56,3/13/2021 21:26,['food'],super love,positive,75
993,457301ee-3e87-40d8-8b82-ea4e1fa90e39,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,Linda Mcclurg,13,"Unit 3999 Box 7280
DPO AP 36681",LM@gmail.com,Huawei,54,2/3/2021 21:47,"['food', 'cooking', 'technology', 'science']",love,positive,65
1001,457301ee-3e87-40d8-8b82-ea4e1fa90e39,83f8edc6-90b1-4f96-a80b-d6aa74103610,Allen Smith,9,"087 Gloria Walks Apt. 513
South Abigailchester, NV 52268",AS@gmail.com,HTC,57,4/12/2021 23:07,"['healthy eating', 'culture', 'fitness', 'public speaking']",super love,positive,75
1005,457301ee-3e87-40d8-8b82-ea4e1fa90e39,69f2735b-eee6-4fc1-a934-b31c20beb780,Meagan Starr,26,"4803 Vanessa Forks
Ballstad, PA 29187",MS@gmail.com,HTC,41,3/8/2021 12:14,"['science', 'healthy eating', 'healthy eating']",worried,negative,12
1010,457301ee-3e87-40d8-8b82-ea4e1fa90e39,f182f7d5-e202-4e89-832e-02205dd2ff02,Alice Oh,32,"778 Cook Trail
Carrollville, TX 05440",AO@gmail.com,Microsoft,32,3/14/2021 7:00,"['cooking', 'technology', 'food']",like,positive,50
1011,457301ee-3e87-40d8-8b82-ea4e1fa90e39,571d7193-a3e6-4909-b25c-e891fc126f31,Michael Allen,26,"346 Cruz Street
Wintershaven, IN 76589",MA@gmail.com,Samsung,72,6/17/2021 13:42,['animals'],peeking,neutral,35
1023,457301ee-3e87-40d8-8b82-ea4e1fa90e39,c1e01541-7508-4712-a22c-0370f232a41e,Jason Meehleder,3,"119 Powell Trace
North Williambury, MD 32073",JM@gmail.com,Apple,20,1/20/2021 9:12,"['culture', 'fitness', 'cooking', 'science']",want,positive,70
1025,4fa14453-7b29-4302-b51f-9aa23b472c1b,7719b807-bf22-4b36-8f69-44d9a87d239b,Myles Davis,20,"697 Michael Shore Suite 177
West Rebecca, AR 95374",MD@gmail.com,Microsoft,94,4/18/2021 19:52,"['dogs', 'fitness']",cherish,positive,70
1028,4fa14453-7b29-4302-b51f-9aa23b472c1b,ffdb3615-516c-422f-aa24-a137e3027d3a,Maria Hughes,35,"833 Erik Forest
Michaelberg, NY 91180",MH@gmail.com,HTC,30,9/7/2020 15:12,"['food', 'technology', 'cooking']",heart,positive,60
1032,4fa14453-7b29-4302-b51f-9aa23b472c1b,30a7de62-d6a1-47d6-963f-0724adf18c4b,Debbie Stanton,30,"56824 Crystal Freeway
Hoovermouth, ME 38682",DS@gmail.com,Huawei,12,9/6/2020 9:22,['animals'],adore,positive,72
1049,4fa14453-7b29-4302-b51f-9aa23b472c1b,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,Elvin Gehrke,24,"Unit 3930 Box 4373
DPO AP 90809",EG@gmail.com,Google,56,10/19/2020 19:31,['tennis'],dislike,negative,10
1051,16757b80-2803-4464-b5d7-e372d8d77337,2019ba88-1967-43e6-9710-b17ade18afb3,Ruth Washington,16,"341 Brandon Ford
West Christineton, ME 06206",RW@gmail.com,Motorola,26,11/11/2020 18:52,"['technology', 'travel', 'dogs', 'fitness']",hate,negative,5
1065,ab4c4756-1c50-4136-bad9-3216e01ffac2,2a41e628-4cc5-4765-af2e-8b3dec750c0b,Ann Jarvi,30,"659 Kelsey Parkways Suite 400
Port Jonathonshire, IN 82069",AJ@gmail.com,Motorola,46,6/13/2021 16:20,"['healthy eating', 'veganism', 'animals']",like,positive,50
1074,ab4c4756-1c50-4136-bad9-3216e01ffac2,cf34e8ee-f508-47bc-baa1-bcc576e1084d,Nicholas Nickerson,24,"16998 Thomas Curve Suite 874
Karenview, MD 20823",NN@gmail.com,Huawei,10,3/23/2021 20:19,"['fitness', 'technology', 'healthy eating', 'education']",peeking,neutral,35
1082,4478d98e-43e8-4dc0-884d-c1115aa8b970,84bd5adb-286c-429a-926d-4ea120270825,Eleanor Monty,6,"20737 Tanya Ranch Apt. 500
South Raymond, FL 93608",EM@gmail.com,HTC,46,9/20/2020 7:23,"['veganism', 'science']",dislike,negative,10
1083,4478d98e-43e8-4dc0-884d-c1115aa8b970,c834ba1d-8a10-4984-aaf2-7c2eab207076,Michael Beasley,24,"8563 Hill Glens
West Melissa, MS 92364",MB@gmail.com,Huawei,43,10/10/2020 12:25,"['veganism', 'dogs', 'dogs', 'food']",super love,positive,75
1092,4478d98e-43e8-4dc0-884d-c1115aa8b970,fe1c151b-1a95-43fa-9a4c-f3214adba852,Anthony Doty,39,"4966 Eric Brooks Suite 394
New Malik, MO 03506",AD@gmail.com,HTC,17,3/4/2021 18:10,['soccer'],hate,negative,5
1094,34f73132-fff6-4f01-a5ec-4b4b66461fc7,85a3acae-0e71-49f4-a6ee-13d3df1f4962,John Neal,9,"7523 Pierce Motorway Apt. 648
Lopeztown, WV 43348",JN@gmail.com,Microsoft,89,4/27/2021 4:18,['public speaking'],adore,positive,72
1102,34f73132-fff6-4f01-a5ec-4b4b66461fc7,b9bcd994-f000-4f6b-87fc-caae08acfaa1,Ruth Noriega,20,"69010 Clark Tunnel
Andrewhaven, OK 11456",RN@gmail.com,Microsoft,56,3/31/2021 13:59,"['public speaking', 'studying']",like,positive,50
1127,34f73132-fff6-4f01-a5ec-4b4b66461fc7,77908afa-eff6-49a9-b042-04fff799a0ff,Diane Hall,21,"125 Robert Path
North Ashleystad, MS 10419",DH@gmail.com,Google,31,6/10/2021 8:11,['tennis'],like,positive,50
1129,34f73132-fff6-4f01-a5ec-4b4b66461fc7,392bf6a1-dd73-48a5-9fd9-431749f2a8ef,Mary Hamby,41,"668 Patricia Isle
Martinview, WI 93790",MH@gmail.com,Motorola,0,1/27/2021 15:57,"['public speaking', 'studying']",disgust,negative,0
1143,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,d5b6f279-ab5f-4391-b92a-c8acc8ceceb6,Norma Bethel,30,"5790 Brown Cove
Marcuston, HI 91639",NB@gmail.com,Apple,14,5/29/2021 5:32,['dogs'],scared,negative,15
1144,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,1d8dfb6a-330c-4eb9-a603-364f207c6e57,Elizabeth Reinwald,16,"01026 Margaret Rapid Apt. 728
Lake Martinburgh, MS 06268",ER@gmail.com,Samsung,18,9/8/2020 15:43,"['food', 'food']",cherish,positive,70
1154,220d9dc1-f8a5-422d-b200-3819f3b89b2b,7d8464e7-44df-46bd-b338-d599eb730ea2,Shawn Cooley,19,"04322 Griffin Neck Suite 163
Woodland, WI 30182",SC@gmail.com,Apple,59,12/11/2020 5:18,['public speaking'],super love,positive,75
1155,220d9dc1-f8a5-422d-b200-3819f3b89b2b,8fe167eb-3c69-459a-b32d-b030b942eab4,Alison Brady,1,"501 Sherry Junction
Reynoldsview, MN 89430",AB@gmail.com,HTC,62,1/28/2021 22:41,"['travel', 'food', 'technology', 'culture']",dislike,negative,10
1163,220d9dc1-f8a5-422d-b200-3819f3b89b2b,19fa2bc2-96ab-45b6-99de-1995c2bee330,Rita Jones,8,"56503 Christopher Road Apt. 657
North Jamesfort, GA 32215",RJ@gmail.com,Microsoft,49,2/6/2021 9:30,"['veganism', 'science']",heart,positive,60
1170,220d9dc1-f8a5-422d-b200-3819f3b89b2b,f7785ec1-7383-4815-8206-80de7c05fdf9,Deanna Craig,44,"16530 Vincent Station
North Christina, MA 49269",DC@gmail.com,Samsung,12,10/25/2020 1:37,"['studying', 'cooking', 'animals']",love,positive,65
1173,220d9dc1-f8a5-422d-b200-3819f3b89b2b,168e6d97-0b9c-45d0-ba57-cabc8c60d428,Maria Simpson,40,"81437 Rojas Trafficway
Anthonyview, OR 94177",MS@gmail.com,Samsung,5,6/26/2020 16:08,"['science', 'science']",disgust,negative,0
1185,220d9dc1-f8a5-422d-b200-3819f3b89b2b,306662a5-e17a-44a4-bb67-cc858ae1dccd,Clifford Ma,15,"965 Collier Square
Amymouth, NJ 27055",CM@gmail.com,Huawei,14,5/11/2021 14:07,"['culture', 'science', 'healthy eating']",want,positive,70
1186,220d9dc1-f8a5-422d-b200-3819f3b89b2b,6053d7e5-47da-4156-8b7c-dacf23a0e660,Matthew Brown,31,"22154 Sampson Meadow Suite 214
West Michael, CA 54623",MB@gmail.com,Samsung,22,9/21/2020 9:08,"['soccer', 'food', 'healthy eating', 'travel']",cherish,positive,70
1196,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,e32722f4-69b1-4aff-b13b-8928ea08fd6a,Margaret Spiro,41,"7883 Bridges Stravenue
Charlesside, MT 36340",MS@gmail.com,Microsoft,97,4/27/2021 7:04,"['dogs', 'education']",adore,positive,72
1202,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,1a1be722-70b0-47e0-a737-1700cffa1e6d,Alan Rodriguez,32,"564 Gina Fall
New Erin, NC 41873",AR@gmail.com,Samsung,44,1/16/2021 7:35,"['fitness', 'food', 'technology', 'studying']",super love,positive,75
1224,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,002cd824-10f2-447c-8d1c-940325a1cdf4,Deborah Eastes,5,"891 Anderson Point
Port Brooke, ID 74539",DE@gmail.com,Huawei,51,8/16/2020 18:44,"['food', 'soccer', 'public speaking', 'public speaking']",intrigued,positive,45
1240,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,71519e2e-6e97-4b73-a346-cc3a91cb4661,Carlos Rushing,40,"5465 Stefanie Prairie Apt. 420
Lake Judy, CA 54311",CR@gmail.com,HTC,45,6/24/2020 2:02,['fitness'],heart,positive,60
1241,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,34fcadd6-fa9b-4404-981a-c70c86cde556,Rosalee Jacinto,36,"Unit 6479 Box 6124
DPO AE 50619",RJ@gmail.com,Motorola,38,2/6/2021 15:30,['healthy eating'],want,positive,70
1251,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,85eca06e-b8db-4fd9-b083-da47572c40b2,Kenneth Frye,11,"66770 Cardenas Fields
Jackfurt, DE 71283",KF@gmail.com,Apple,67,12/27/2020 1:40,"['food', 'studying']",indifferent,neutral,20
1257,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,286516cf-d236-40de-8d28-7d0bd173125d,Carolyn Gonzalez,39,"331 Pratt Extensions Apt. 996
Jasonton, OH 00695",CG@gmail.com,HTC,57,3/5/2021 13:41,"['animals', 'education', 'tennis']",worried,negative,12
1258,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,e89d4cb0-3bec-43b8-8060-719983fe68a9,Steven Jones,6,"913 Adam Plains Suite 065
South Charles, PA 69250",SJ@gmail.com,Microsoft,41,12/15/2020 0:19,['technology'],interested,positive,30
1264,259cd56f-b017-4a41-81a7-f26ce9b35092,76a034b7-e163-4735-a15b-b0ff645ca627,Robert Carrillo,31,"188 Jerome Island Suite 567
Hansenton, WV 20127",RC@gmail.com,Apple,34,5/6/2021 9:35,"['fitness', 'education', 'culture', 'soccer']",adore,positive,72
1285,14ed7f7b-2c96-4458-8a39-606c25c14180,f5d9a26e-986d-4d8e-a1c9-69493fb64736,Cordelia King,36,"9025 Karen Springs
Esparzaton, CA 98219",CK@gmail.com,Apple,99,9/20/2020 19:56,"['culture', 'cooking', 'technology', 'travel']",dislike,negative,10
1289,c01fa154-5348-4040-9d20-0bbf01f6349b,d47fd6cf-20fa-45fe-97a1-b8aca043c9a8,Natasha Hazelwood,13,"50989 Maria Port
East Marissa, ME 50294",NH@gmail.com,Motorola,20,11/24/2020 19:10,"['fitness', 'veganism', 'public speaking', 'technology']",disgust,negative,0
1305,c01fa154-5348-4040-9d20-0bbf01f6349b,f7d73e35-248c-4369-9e4d-1f38bea06a5f,Dawn Marr,36,"83683 Clinton Brooks
Phillipschester, ME 56093",DM@gmail.com,Apple,83,4/20/2021 12:29,['travel'],hate,negative,5
1317,c01fa154-5348-4040-9d20-0bbf01f6349b,41b0ee09-2868-4c4b-a22d-b533a7fa46af,Cristi Miller,29,"99287 Wilson Park Apt. 318
Tonitown, IA 78146",CM@gmail.com,Google,74,5/14/2021 23:08,"['soccer', 'studying', 'science']",dislike,negative,10
1328,c01fa154-5348-4040-9d20-0bbf01f6349b,3455a646-398f-4b16-b19a-1371cdb2e048,Angela Dunn,39,"7407 Rogers Junctions Suite 414
Port Jennifer, SC 81017",AD@gmail.com,Apple,82,6/6/2021 16:28,['veganism'],indifferent,neutral,20
1343,50c9237a-541c-4f10-a2be-7cbe076b2012,ec2729db-9794-466e-93ba-a19402e16bef,Johnny Nghe,5,"5622 Ruiz Squares Apt. 927
Ellenview, NE 76223",JN@gmail.com,Motorola,27,6/10/2021 2:21,"['fitness', 'fitness']",hate,negative,5
1351,50c9237a-541c-4f10-a2be-7cbe076b2012,5ff89fb3-b364-494f-b62d-07097b2ffa12,Suzanne Campbell,19,"55166 Christian Islands
East Stephanie, SC 24173",SC@gmail.com,Google,84,4/9/2021 19:47,"['food', 'healthy eating', 'culture', 'education']",want,positive,70
1381,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,e377a5c2-0378-4684-b7d1-5d80e04243ed,Kim Ruiz,41,"663 Sharp Fall
East Benjaminview, VA 13189",KR@gmail.com,Microsoft,57,9/3/2020 2:11,"['studying', 'public speaking', 'animals', 'education']",super love,positive,75
1417,e442899c-d2d6-4392-be2d-a0b916ae47fb,8d3661fd-d953-4c1b-857d-82b3e34f569e,Peter Oliver,25,"797 Smith Oval Suite 284
Port David, VT 62603",PO@gmail.com,Apple,88,8/16/2020 21:42,"['science', 'science', 'science']",peeking,neutral,35
1453,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,db392b86-6ba5-4a9b-933a-a2553488bb62,Reta Brown,10,"3477 Joseph Trail
Thomasview, CA 55294",RB@gmail.com,xtzqw,57,11/26/2020 3:30,"['healthy eating', 'culture']",dislike,negative,10
1463,82145a60-013e-4d96-81a5-399af8618158,90e2caab-9daa-4bf0-8104-c25e6c70c59d,Kecia Jensen,33,"49297 Logan Forge Suite 391
Port Tyler, OK 30237",KJ@gmail.com,HTC,15,12/13/2020 17:37,"['cooking', 'travel', 'animals']",peeking,neutral,35
1478,82145a60-013e-4d96-81a5-399af8618158,55380131-13c6-4a5c-8826-ead0ea8895cc,James King,3,"0005 Gary Terrace Suite 782
New Brandonton, TX 22928",JK@gmail.com,Samsung,87,9/22/2020 19:51,"['animals', 'fitness', 'travel', 'culture']",interested,positive,30
1481,82145a60-013e-4d96-81a5-399af8618158,7e263bf1-e036-4cc8-9cb8-9beec89027a3,Suzanne Luce,38,"144 Alexander Inlet
Kimberlyburgh, NV 40450",SL@gmail.com,Huawei,9,2/3/2021 23:56,"['food', 'tennis', 'animals']",disgust,negative,0
1487,82145a60-013e-4d96-81a5-399af8618158,cb97b0ea-fc93-4597-b391-846710c6fedc,Jordan Cloe,6,"196 Claire Radial
Lake Jacobstad, MD 36343",JC@gmail.com,Apple,36,8/19/2020 16:56,"['soccer', 'education', 'veganism']",dislike,negative,10
1498,d852b946-01e1-44fe-abd7-26198660cbdb,e2377b94-f06a-49ed-a266-377c4b07e980,Dirk Fletcher,28,"68303 Carrillo Walk
Donnaland, IN 25450",DF@gmail.com,Microsoft,11,8/9/2020 0:26,"['dogs', 'cooking', 'fitness']",scared,negative,15
1534,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,808f5b0d-17e3-44e1-b58e-7f35ebabaff2,Sommer Battles,24,"9255 Barajas Streets
Reyesmouth, NY 75630",SB@gmail.com,Microsoft,60,10/11/2020 19:59,"['tennis', 'cooking', 'fitness', 'food']",adore,positive,72
1539,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,c924f935-cff8-45c0-b4b7-5ed2c6cdaac8,Marie Carrizales,0,"5436 Barry Forges
South Elizabethburgh, ID 73937",MC@gmail.com,Microsoft,9,9/27/2020 1:57,"['food', 'food']",intrigued,positive,45
1684,026973ef-4b73-4901-9160-bc9e04516057,fdbaec82-bc98-47b8-8fe6-4aec7524e8e3,Irene Marrow,35,"6361 Paula Summit Suite 040
North Marytown, TN 78911",IM@gmail.com,Huawei,3,5/29/2021 19:52,"['tennis', 'healthy eating', 'food']",want,positive,70
1758,258bb775-3c35-4eec-90f3-8b75a52e466a,4ef2c812-b152-4a72-a443-f4ff787d7b0d,Jimmy Anderson,6,"541 Rose Roads
Bradshawfurt, WI 34666",JA@gmail.com,Huawei,81,11/3/2020 21:49,"['public speaking', 'culture', 'technology']",dislike,negative,10
1772,258bb775-3c35-4eec-90f3-8b75a52e466a,542041fb-f361-4353-b0f0-442c1585317a,Oma Aldridge,4,"910 Stephen Square
Weaverchester, RI 60451",OA@gmail.com,Google,36,1/29/2021 20:19,['science'],cherish,positive,70
1783,8d32243c-2dd1-4128-bde1-d643207e582c,4dc7482d-e44b-47cc-bc27-7bf663497997,Rachel Taylor,26,"399 William Oval
North William, NC 22079",RT@gmail.com,Huawei,91,8/24/2020 17:02,"['travel', 'veganism', 'food', 'cooking']",dislike,negative,10
1815,8d32243c-2dd1-4128-bde1-d643207e582c,e8493c32-7f6f-4e57-a691-cf0df6f015c9,Elizabeth Holmes,21,"7927 Curtis Glen Suite 568
South Thomas, CT 71151",EH@gmail.com,Motorola,23,1/3/2021 20:02,"['soccer', 'animals']",interested,positive,30
1876,3d8fffab-6107-4d7b-9485-c610e233c91c,fc709c94-7491-4753-ad53-dfee49823a2f,Lauri Minnis,28,"72333 Joy Dale
North Brandon, MN 60449",LMgovskansxq,Motorola,36,1/11/2021 15:20,"['soccer', 'healthy eating', 'veganism']",want,positive,70
1884,3d8fffab-6107-4d7b-9485-c610e233c91c,fe224147-e893-4178-b46e-b12f22bd7ed1,Robert Watkins,12,"8637 Anderson Crest Apt. 989
New Kevin, FL 22986",RW@gmail.com,HTC,2,9/20/2020 4:27,"['tennis', 'travel', 'technology', 'tennis']",peeking,neutral,35
1891,3d8fffab-6107-4d7b-9485-c610e233c91c,06a8036a-6e4c-4b15-a6c8-ca74ac11ea73,Alyson Ellis,6,"88916 Hogan Squares Suite 468
Travischester, CA 07575",AE@gmail.com,Motorola,2,1/26/2021 16:26,['soccer'],peeking,neutral,35
1893,3d8fffab-6107-4d7b-9485-c610e233c91c,8298747d-33c8-441c-9c5a-a6cf648c95d8,James Kelcourse,1,"22016 Estes Square Apt. 179
New Ericberg, LA 25809",JK@gmail.com,Huawei,5,12/23/2020 15:17,"['dogs', 'tennis', 'education', 'fitness']",heart,positive,60
1896,3d8fffab-6107-4d7b-9485-c610e233c91c,24789387-968b-425a-8836-14e243cda16c,Margaret Williams,14,"6021 Christopher Crest Apt. 837
Cartershire, DE 15440",MW@gmail.com,HTC,60,8/22/2020 6:24,"['animals', 'food', 'healthy eating']",scared,negative,15
